debtor_name,CreditScore,Gender,debtor_age,Tenure,arrear_amount,loan_amount,Efficient_HumanResources,debtor_occupation
3236,701,1,38,3,2,52044.66,0,1
6299,790,1,46,2,2,180290.68,0,2
6248,633,1,58,6,1,132034.13,0,2
1792,644,0,37,8,2,20968.88,0,3
3561,757,1,44,5,2,158735.1,0,4
5910,696,0,30,8,2,196134.44,0,2
5116,746,1,35,2,1,22374.97,0,1
5883,649,1,36,8,2,161668.15,0,2
5198,565,1,38,0,1,67339.34,0,0
3357,720,0,38,10,2,56229.72,1,3
425,648,0,56,6,2,140991.23,1,0
1211,632,1,41,3,1,177644.52,1,3
5075,622,0,30,2,3,142342.55,1,1
2728,835,1,28,2,2,154559.28,0,3
5362,493,0,31,3,1,176570.28,1,3
4570,785,0,33,6,1,191961.83,0,2
1826,681,1,42,3,2,9452.88,1,4
4560,621,0,30,2,2,165257.31,0,1
6951,756,1,38,6,1,169763.89,1,0
1425,515,0,66,6,2,160663.11,0,0
213,625,0,58,10,1,192072.1,1,0
4898,717,0,39,6,2,93275.61,0,0
5350,595,0,41,2,1,112269.67,0,3
2150,539,0,37,1,2,2186.83,0,0
4729,762,1,35,9,2,43075.7,0,2
1588,706,1,20,8,2,12368.11,0,2
64,677,0,25,8,1,42410.21,0,0
2232,733,0,33,7,1,190430.81,0,0
5793,684,0,41,7,1,138394.37,0,1
6747,679,1,36,6,1,172501.38,0,1
6055,478,1,43,1,2,197916.43,0,4
3027,696,1,33,2,1,7035.36,0,4
1650,686,0,35,4,2,159676.55,0,3
6065,466,0,36,5,1,80603.99,0,4
4196,686,0,41,4,2,187599.8,0,1
3028,576,1,55,9,2,94450.97,0,2
5023,763,0,61,1,1,143981.27,0,1
5715,572,1,43,2,1,26450.57,1,0
5459,757,0,49,2,2,164482.92,0,0
4353,582,0,29,0,1,84012.81,0,2
2059,623,0,35,5,2,101192.08,0,3
6782,617,0,37,4,2,175324.74,1,1
1526,425,1,39,4,2,197226.32,0,1
2974,659,0,56,9,1,99504.03,1,1
4170,605,0,33,4,2,83700.66,0,4
1931,538,0,38,8,2,28226.15,1,4
782,665,1,25,5,2,35321.65,0,0
2169,491,0,57,4,1,41229.73,1,3
2125,726,0,27,7,1,78970.58,0,2
5042,580,0,65,9,3,107890.69,1,1
1705,550,0,48,6,2,191870.28,0,0
502,542,0,59,2,2,7905.06,1,4
5806,732,0,43,6,2,65731.53,0,3
4440,473,0,33,5,1,145698.73,0,2
3342,745,1,34,9,2,50046.25,0,3
3318,732,1,36,7,2,60830.24,0,1
1419,848,0,40,5,1,158853.98,0,3
5379,572,1,37,1,1,111243.09,0,4
3761,702,1,45,9,1,171014.69,0,1
5838,664,1,39,7,1,170835.32,0,3
3835,630,1,50,3,4,47775.34,1,2
2191,618,1,44,5,2,139297.71,0,1
4822,556,1,26,4,1,195167.38,0,4
5562,619,0,30,7,1,160948.87,0,1
2224,644,1,48,8,2,44965.54,1,1
4456,658,1,50,2,2,52137.73,0,4
3358,598,1,27,8,2,109296.18,0,4
5199,677,1,27,2,2,20092.89,0,3
1587,689,0,45,0,1,197804.0,1,2
5133,591,1,33,9,1,118782.06,0,0
1629,699,1,40,7,1,152876.13,1,4
3106,749,1,47,9,1,135655.29,1,3
4962,709,0,40,9,1,103970.58,0,3
4218,607,1,61,2,2,35786.76,0,4
2069,650,0,25,2,1,25325.07,0,1
6985,651,0,45,10,1,18732.84,0,1
6534,676,0,61,8,2,118522.73,0,0
3977,723,0,49,4,2,89972.25,0,3
3356,714,1,45,0,1,187194.15,0,0
4990,759,0,35,7,1,106785.7,0,4
5630,582,1,29,0,1,142516.35,0,3
1417,697,0,34,2,1,73334.43,0,2
6656,610,1,57,6,2,186612.47,0,4
2319,488,0,33,4,1,123613.81,0,4
2860,599,1,46,9,1,31368.08,1,1
2632,781,1,32,6,1,40066.95,0,1
450,645,1,19,9,1,175969.19,0,2
2982,545,0,55,5,1,10034.77,1,0
5000,597,0,40,9,2,151167.94,0,1
4114,561,0,28,3,2,191387.76,0,3
1213,662,0,37,6,2,51229.17,0,3
785,649,0,50,5,1,87351.42,1,1
5303,630,0,36,2,1,48984.95,0,1
6326,672,1,33,2,2,182738.0,0,3
5129,636,0,37,9,1,153535.27,0,2
6835,593,0,38,5,1,125079.65,0,2
6824,545,1,45,6,2,162321.26,0,4
6995,567,0,41,1,2,3414.72,0,3
2964,583,1,51,6,2,165082.25,0,2
4018,681,0,29,2,1,52021.39,0,2
5271,762,1,29,10,2,148256.43,0,2
5974,648,1,35,7,2,122899.01,0,2
4282,644,1,30,5,1,10771.46,0,0
5727,706,1,29,2,2,18255.51,0,2
4986,850,1,35,3,1,183566.78,0,2
1054,484,0,39,5,2,175224.12,0,3
3109,508,1,28,0,2,147913.56,0,2
1484,439,0,29,6,1,180598.66,0,2
3113,484,1,36,8,2,186136.48,0,4
3821,803,0,37,1,2,7455.2,0,0
4637,724,0,48,6,2,80552.11,1,0
2513,640,1,33,7,1,25722.28,1,0
4223,701,0,35,9,2,170996.86,0,3
2341,537,1,37,3,2,20603.32,0,1
4936,651,1,26,5,1,141763.26,0,2
5859,523,1,41,0,1,122284.38,1,2
3315,717,0,25,7,2,190011.85,0,3
2538,593,1,44,5,1,128046.98,0,0
3100,706,1,38,5,2,135662.17,0,0
1136,714,0,49,4,1,7571.51,1,3
4004,794,1,38,9,1,23596.24,0,1
1958,518,1,46,4,1,92727.42,1,0
6373,589,1,55,7,1,65156.83,1,4
6532,824,1,45,3,1,60151.77,0,4
6861,719,0,42,5,3,149097.38,1,3
5912,617,0,58,3,2,35199.24,1,1
6661,651,1,35,7,3,129451.29,1,3
5632,637,0,45,2,1,145134.49,1,2
3308,554,0,26,7,2,192709.69,0,3
2889,731,1,35,2,2,139083.7,0,0
1242,569,0,42,1,1,83629.6,1,0
5789,625,0,37,4,1,35625.41,0,0
5255,592,0,38,4,2,35338.96,0,3
164,669,1,43,1,1,15602.8,0,0
83,663,1,32,3,1,182355.21,0,2
1678,518,0,41,5,1,89327.67,0,0
5556,686,0,43,5,2,151903.6,0,4
3426,709,1,45,4,1,11.58,1,2
6156,571,0,33,9,2,77519.62,0,0
4764,707,0,31,2,2,91423.69,0,2
3662,701,1,32,5,1,106287.77,0,0
6312,672,1,34,9,2,161800.77,0,3
1777,620,1,39,9,1,80582.34,1,2
6760,557,1,48,10,2,185094.48,0,3
3411,648,0,54,7,1,172586.89,1,0
3227,479,0,35,2,1,195649.79,0,2
1386,730,0,22,9,1,145792.01,0,1
1050,737,0,43,1,1,138510.01,1,1
1466,616,1,31,3,2,168895.06,0,4
1783,639,1,29,4,2,97983.44,0,2
5209,815,0,39,6,1,85167.88,0,4
6903,786,1,31,9,2,18210.36,0,3
1597,549,1,50,9,2,13608.18,0,2
1814,622,0,38,4,1,110457.99,0,4
3438,624,1,26,9,2,31231.35,0,3
4759,841,1,34,4,2,141582.66,0,2
1325,614,0,41,7,1,14666.35,1,3
1271,676,1,30,1,1,55400.17,0,2
1944,697,1,42,9,2,174667.65,0,2
4649,732,0,40,10,2,154189.08,0,2
4940,623,1,27,4,1,142170.44,0,1
215,541,1,46,4,2,94499.06,0,4
1740,773,0,39,4,2,182081.45,0,1
5927,762,1,34,4,2,68562.26,1,3
2383,655,0,35,1,2,88798.02,0,3
1426,602,1,32,7,2,113781.99,0,2
1547,850,1,31,3,2,121866.87,0,4
2582,649,1,51,4,1,150390.57,0,2
4550,850,1,28,4,1,60708.72,1,2
6032,543,1,43,9,2,78858.07,0,0
1416,672,1,52,8,1,56407.42,1,1
6406,600,0,27,3,2,125698.97,0,4
6161,671,0,34,10,1,23235.38,0,2
155,706,0,42,8,1,75732.25,0,3
4240,541,1,51,7,2,179861.79,0,1
1592,711,1,34,4,2,42976.64,0,1
3289,630,1,30,3,2,10486.69,0,1
4643,531,1,31,3,1,56794.73,0,2
3637,641,0,26,4,2,28157.34,0,0
3296,631,1,37,8,2,152422.91,1,4
1883,685,1,35,9,1,167033.83,0,4
3323,702,1,32,8,1,126082.18,0,4
2611,708,0,43,0,1,181499.77,1,4
3460,653,1,55,7,2,41967.03,0,0
6325,654,1,37,2,2,186300.59,0,3
3050,596,0,33,1,1,85412.54,0,1
2078,549,0,31,9,2,23343.18,0,3
3134,754,1,38,2,2,180698.32,0,0
5945,815,0,25,8,1,136071.05,0,4
1374,556,0,52,9,1,175149.2,1,2
5228,706,1,32,6,1,146949.74,0,1
2053,850,1,46,9,1,88920.68,0,3
2074,732,0,33,8,1,45098.62,0,1
26,614,1,40,6,1,20339.79,1,1
3456,580,0,57,0,1,108528.74,0,4
5954,593,0,46,7,1,145560.38,0,4
6077,653,0,25,2,3,199357.24,0,3
6039,746,0,29,4,1,43106.17,0,2
2218,662,0,29,10,2,137508.31,0,0
3756,573,1,31,2,2,91957.39,0,3
1509,684,0,39,4,1,120612.11,0,0
6709,793,0,41,3,1,102921.17,0,2
4351,798,0,49,5,1,31686.33,1,2
4814,524,1,40,2,1,180002.42,0,4
4789,816,1,31,8,2,28407.4,0,0
757,742,0,41,4,1,73743.95,1,2
182,540,1,22,4,3,186233.26,1,0
6960,537,1,39,3,1,31728.86,1,1
1074,759,0,74,6,1,48244.64,0,1
2753,774,0,52,2,1,113266.28,1,0
2100,608,1,42,8,2,71178.09,0,0
3047,704,1,37,4,2,25684.93,0,3
6895,581,1,41,8,2,29737.14,0,2
3230,628,0,61,1,1,149922.38,1,0
5631,566,0,42,6,1,180702.12,1,0
1336,701,1,59,7,2,27597.59,0,0
680,735,1,29,10,2,95025.27,0,2
2797,680,0,34,1,2,167035.07,0,2
1574,560,1,57,0,2,116781.71,0,0
2643,663,0,29,4,2,21170.81,0,3
6075,665,0,34,5,1,29641.58,0,4
3263,758,1,51,8,1,116520.07,0,2
3350,621,1,26,2,1,44220.4,0,1
6505,764,1,28,10,1,166188.28,0,4
4451,537,0,46,5,1,140857.76,1,4
2115,589,0,46,10,2,37024.28,0,0
4678,555,1,24,5,2,27513.47,0,4
4001,734,0,29,0,1,17744.72,0,1
5038,783,0,59,9,1,4423.63,0,0
1662,678,0,51,1,1,109718.44,1,1
4788,661,1,47,5,1,107243.31,1,4
4790,607,0,25,4,1,115288.24,0,4
3907,537,0,38,1,2,41233.97,0,3
204,513,1,88,10,2,52952.24,0,4
3394,576,1,63,9,1,78955.8,1,1
2357,660,1,41,1,1,26025.6,1,1
1887,637,1,40,8,1,174536.17,0,1
12,672,0,53,9,4,147311.47,1,3
5122,629,1,32,2,2,77965.44,0,2
208,583,1,40,4,1,5635.63,0,0
264,763,0,32,10,1,81310.1,0,0
5237,516,1,32,3,2,111421.45,0,4
6288,617,0,27,4,2,190269.21,0,4
3971,700,1,38,9,1,100950.48,0,4
6698,727,1,36,6,1,113033.73,1,3
2537,689,0,31,3,1,120663.57,0,2
6791,626,1,49,9,2,187192.23,0,4
4968,686,1,38,6,1,97825.23,0,3
3056,351,0,57,4,1,169621.69,1,2
4760,739,0,37,8,2,191557.1,1,2
1270,627,1,32,10,2,103287.62,0,0
1117,451,0,38,9,1,167538.66,0,2
3667,512,0,41,8,1,64869.32,1,4
1279,774,0,41,5,1,102426.06,0,0
5992,652,0,40,8,2,107876.2,0,1
5747,638,1,37,2,2,37294.88,0,3
5104,475,0,57,1,2,89248.99,0,1
2156,567,1,40,4,1,91973.63,0,4
2322,750,1,37,3,2,16870.2,0,4
428,850,1,39,6,1,121681.19,0,3
1071,753,0,38,6,1,33730.43,0,1
5748,683,0,36,7,2,104786.59,0,0
5025,710,0,32,3,1,94790.34,0,4
1011,645,0,21,1,2,28726.07,0,1
2101,714,1,28,6,1,67057.27,0,2
2084,696,0,35,4,1,69079.85,0,4
1289,612,0,26,4,2,179780.74,0,0
970,520,0,31,3,1,183572.39,1,3
6260,782,1,23,10,1,142587.32,0,0
4233,666,1,46,5,1,177844.06,0,3
1932,466,0,56,2,3,197634.11,1,3
1223,567,0,45,4,2,121053.19,0,0
4472,613,1,20,3,2,149613.77,0,3
4723,718,1,37,8,2,142.81,0,4
6642,614,0,37,8,4,131766.67,1,4
5412,711,1,38,10,2,53311.78,0,1
1296,691,0,38,5,1,107665.02,0,0
1439,527,1,32,0,1,109523.88,0,1
4248,476,0,32,6,1,112132.86,0,1
3493,619,0,45,0,2,113645.4,0,0
6888,607,0,37,4,1,180890.4,0,1
6875,695,1,44,8,2,70974.13,0,2
6297,653,1,33,1,2,53379.52,0,4
5923,677,1,46,2,1,158531.01,0,2
2748,655,0,50,10,4,179267.94,1,4
5714,625,0,52,2,1,84606.03,0,1
1435,679,0,34,7,1,56984.58,0,2
2323,734,1,51,1,1,116912.45,0,4
446,666,1,39,10,2,102999.33,0,1
1349,592,0,26,4,2,132801.57,0,2
920,564,1,40,4,1,85455.62,1,4
6666,814,0,36,6,2,98657.01,0,4
4817,592,1,36,2,2,107948.72,0,3
265,758,0,50,2,3,67944.09,1,2
947,612,0,62,0,2,192892.05,0,0
6716,498,1,61,7,1,187247.56,1,2
6154,638,1,25,4,2,114722.42,0,0
778,558,1,35,1,2,111687.57,0,1
2737,756,0,24,1,2,184182.25,0,1
3120,782,1,52,4,1,52759.82,1,2
4893,505,1,34,10,1,126451.14,0,0
2835,671,0,29,6,2,12048.67,0,3
5961,801,1,42,6,2,95804.33,0,3
2822,604,1,26,8,2,197911.52,0,0
2177,716,0,29,10,1,182531.74,0,2
6902,624,0,45,3,1,168002.31,1,1
3116,607,1,47,4,1,79450.61,0,0
5021,827,0,60,2,2,60615.83,0,4
115,606,1,61,5,2,8643.21,0,1
1818,717,0,35,5,1,172172.7,0,3
3556,651,1,40,1,2,174434.06,1,4
1169,691,1,58,3,1,194930.3,1,1
5474,573,0,33,0,1,137476.71,0,0
1438,723,1,38,6,2,94415.6,0,4
3012,584,0,46,6,2,120376.87,1,1
5935,550,0,45,8,1,97623.42,1,1
5466,611,0,61,3,4,66238.23,1,4
1192,549,1,41,9,3,131710.59,1,4
6007,850,0,24,1,2,69052.87,0,2
6397,668,1,34,5,2,56780.97,0,4
2063,686,0,43,0,1,170072.9,0,2
6228,660,1,50,1,3,191849.15,1,3
5878,682,0,59,0,1,84803.76,0,1
2155,524,1,50,4,2,31840.59,1,1
6705,645,0,36,8,2,12096.61,1,0
3243,850,1,42,0,2,44165.84,0,1
5298,537,0,53,3,1,91406.62,0,4
1584,599,0,46,7,2,83282.21,0,3
4500,727,1,71,8,1,198446.91,1,4
5933,756,1,30,2,1,7554.68,0,3
3199,755,1,38,9,1,80416.16,0,4
2548,634,0,41,4,2,164549.74,0,2
961,837,1,26,4,2,175477.03,0,3
2870,727,0,30,8,2,137903.54,0,4
1098,567,0,40,2,2,93795.86,0,3
4882,650,0,30,6,1,67997.13,1,2
3163,655,1,34,1,1,49492.15,0,3
5851,763,0,58,9,1,35825.18,0,1
5007,843,0,27,5,2,67494.23,0,0
3307,667,0,38,6,1,73963.17,1,0
6682,705,0,50,4,2,145159.26,0,2
1467,660,0,29,6,1,123850.58,0,2
3240,553,1,42,1,2,23822.04,0,0
2384,612,0,47,6,1,45750.21,1,1
1150,641,0,40,2,1,159773.14,0,3
6198,513,0,31,5,1,84238.63,0,1
1510,680,1,44,7,1,72330.46,0,1
5516,711,1,58,9,2,26767.85,0,0
2399,689,1,40,2,2,164768.82,0,2
1080,665,0,51,9,2,1112.76,1,2
1800,551,1,54,5,1,176680.16,1,4
3361,645,1,36,4,2,43999.64,0,0
3850,616,1,29,8,1,140746.13,0,2
5909,582,0,32,1,1,152790.92,0,2
6306,365,1,30,0,1,81537.85,1,2
6636,697,0,38,6,1,7387.8,1,3
1585,704,1,31,0,2,183038.33,0,1
3894,656,0,46,5,2,138849.06,0,0
6258,712,0,31,7,2,170333.38,0,0
511,748,1,40,0,1,60416.76,0,3
1427,724,1,28,9,2,100240.2,0,3
3111,691,1,50,6,1,2704.98,0,1
6931,563,1,33,8,2,68815.05,0,4
1726,741,1,32,5,1,64839.23,0,4
4802,778,1,44,8,1,144494.94,0,1
3069,848,1,22,7,1,185510.34,0,1
5886,634,1,38,2,1,56055.72,0,0
394,505,1,40,6,2,155061.97,0,1
1045,692,1,53,7,2,119817.19,0,2
6693,537,0,47,6,1,16259.64,1,1
6941,633,1,29,10,1,184654.87,0,4
133,833,0,28,4,2,5278.78,0,2
6862,592,0,40,2,1,113244.73,0,3
728,587,1,48,1,2,8908.0,0,4
1845,550,1,62,7,1,64490.67,0,4
3978,680,0,24,10,3,154971.63,1,1
3617,622,0,41,9,2,155786.39,0,4
5985,594,1,28,0,2,129084.82,0,0
362,643,0,34,7,1,188533.11,0,0
6071,540,1,25,5,1,13411.67,0,3
447,635,0,34,5,2,15733.19,0,4
1470,657,1,32,3,2,73127.61,0,3
5403,814,1,31,1,1,101704.19,0,1
5192,600,1,32,1,1,101986.16,0,1
729,682,0,46,2,1,114442.66,0,2
5256,682,1,38,4,1,15669.17,0,2
6200,566,1,42,3,1,157486.1,0,1
6988,550,1,34,3,2,131281.28,0,4
3184,630,1,26,7,2,197001.15,0,3
1782,546,0,58,3,4,128881.87,1,4
1040,486,1,63,9,1,85101.0,0,3
3416,762,1,35,9,2,149822.04,0,1
4021,692,1,45,6,4,108040.86,1,0
4168,498,0,30,1,2,135795.53,0,3
1498,850,1,49,8,1,25867.67,1,2
2851,603,1,35,6,2,130483.56,0,2
4580,551,0,36,5,1,183479.12,0,3
5295,627,1,27,0,2,77027.34,0,2
344,515,0,28,9,2,94141.75,0,4
1063,605,0,29,3,1,4092.75,0,4
4742,567,1,29,5,1,109257.59,0,2
3250,568,0,29,2,2,104617.99,0,4
6849,571,1,25,6,2,167705.07,0,4
1135,634,1,48,2,1,103712.05,1,0
1577,768,0,42,3,1,161242.99,1,2
2414,554,0,36,3,2,6089.13,0,0
3128,629,1,35,1,1,159777.37,0,4
6868,638,1,48,2,2,7919.08,0,1
3086,576,1,41,1,1,188274.6,0,1
2960,661,0,42,9,1,27608.12,1,1
4719,592,0,27,4,2,183569.25,0,4
272,702,1,30,2,2,145537.32,0,4
2793,647,0,29,0,2,164717.95,0,1
2313,593,1,43,9,2,76357.43,0,3
5493,712,0,40,3,2,120158.72,1,4
2908,625,0,31,8,2,151843.54,0,0
5110,538,0,28,6,1,5698.97,0,3
4564,637,0,22,5,1,122865.55,0,4
2124,632,1,27,4,1,152665.85,0,0
2039,736,1,27,5,1,192131.77,0,0
5181,755,1,23,5,2,62851.6,0,4
271,425,0,39,5,2,140941.47,0,0
3623,461,1,51,9,1,56767.67,1,2
1990,745,1,21,4,1,177235.23,0,0
1828,616,0,37,6,2,86242.18,0,4
2462,587,1,33,5,1,34215.58,0,3
3399,850,1,40,4,2,44406.17,0,2
2131,601,0,38,0,2,165196.65,0,1
2207,730,1,26,3,1,34542.41,0,1
1762,532,1,44,3,1,74838.64,1,3
767,850,1,53,2,2,36980.54,0,1
4418,779,0,34,5,2,111676.63,0,4
6266,562,1,29,9,1,25858.68,0,0
4165,670,1,40,2,3,177028.0,1,0
2226,729,0,62,4,1,30990.16,1,4
1495,767,0,44,2,1,136915.15,0,3
3593,742,0,28,2,1,108457.99,1,2
2740,669,0,44,8,1,131609.48,1,2
3959,542,1,32,2,1,159737.56,0,2
1455,586,1,29,3,2,142238.54,0,1
3973,612,1,30,9,1,105890.55,1,0
4442,740,0,37,7,2,194270.91,0,2
6587,584,1,35,3,1,105443.47,0,0
5660,524,1,52,2,1,173899.42,1,2
2477,614,0,19,5,2,122823.34,0,4
1126,598,0,64,9,1,13181.37,1,4
80,799,1,35,7,2,140780.8,0,4
3105,724,1,34,2,2,78560.64,0,2
2490,601,1,50,2,1,185855.21,0,0
5875,804,1,25,7,1,128276.95,0,4
6411,745,1,38,5,2,140197.42,0,0
2137,667,1,43,1,1,32462.39,1,1
2496,518,0,38,10,1,162253.9,0,3
2112,819,0,38,10,2,30498.7,0,2
4896,520,0,35,4,1,90280.7,0,1
336,625,0,39,5,2,32615.21,0,3
5182,673,1,36,5,2,196142.26,0,3
5718,656,0,27,3,2,16998.72,0,3
4357,850,0,23,9,1,62980.96,0,0
1061,574,0,28,7,2,185660.3,0,4
4226,679,1,60,6,2,77331.77,0,2
5107,530,0,42,0,1,97338.62,0,0
1486,508,1,44,3,2,67234.33,0,2
3718,558,1,32,4,1,143783.28,0,3
509,414,1,38,8,1,77661.12,1,3
5986,648,1,42,2,2,89123.99,0,1
5203,721,0,37,1,2,70810.8,0,2
4797,751,1,31,8,2,17550.49,0,3
3674,662,1,34,2,2,21497.27,0,1
5520,628,1,29,3,2,124749.08,0,2
6845,597,0,39,8,3,36051.46,1,3
6437,698,0,40,0,1,143681.83,0,4
3053,723,1,48,7,2,150694.58,0,3
6029,586,0,28,5,3,170487.4,1,4
6002,633,0,29,8,1,97684.46,0,4
4864,564,1,31,4,2,53520.03,0,1
3153,649,0,31,2,2,15200.61,0,0
3921,622,0,30,4,1,196894.62,0,3
5573,459,1,46,7,1,4969.13,1,4
1949,718,1,27,2,2,26229.24,0,4
3203,655,0,34,4,2,134034.32,0,1
6969,696,1,22,9,1,198032.93,0,4
1946,637,0,38,3,1,119882.86,0,2
1483,630,0,21,1,1,133102.3,0,3
4863,592,1,37,4,1,176395.02,0,2
4811,634,1,37,1,2,193179.88,0,3
949,608,0,28,9,2,125062.02,0,1
4994,565,0,32,9,1,143287.58,0,1
1781,763,1,67,9,1,87236.4,0,4
6400,665,0,55,8,1,93769.89,0,3
3666,649,1,38,1,1,88965.46,0,2
2909,695,1,45,3,2,30793.61,0,0
1487,775,1,70,6,2,74532.02,0,4
4344,788,0,39,3,1,113086.08,0,4
5717,569,0,42,9,1,32574.01,1,4
1753,726,0,56,8,3,130113.78,1,0
1278,564,0,44,3,3,104722.47,1,2
3746,544,0,32,9,1,14559.62,0,3
1434,614,0,41,8,1,598.8,0,4
5300,453,0,38,8,1,129697.99,0,4
1653,471,0,58,4,1,36315.03,0,3
528,829,0,37,3,1,1114.12,0,1
2219,754,1,57,2,2,70954.41,0,4
5809,749,1,46,10,2,73470.98,0,3
4510,667,1,23,1,2,91573.19,0,2
3148,670,1,30,3,1,3154.95,0,1
6979,670,0,33,7,2,88187.81,0,0
2032,623,0,48,1,1,118855.26,1,1
4251,571,1,32,5,1,125256.53,0,0
1431,641,0,37,7,2,39016.43,0,1
6840,551,0,30,2,1,145796.49,0,1
5884,741,1,36,8,2,168816.22,0,3
1215,472,1,31,4,2,73322.0,0,4
1850,650,1,41,3,3,113677.53,1,4
1414,625,1,45,7,1,124607.7,0,2
3842,650,1,34,4,1,11276.48,0,2
6950,535,0,38,8,2,136620.64,0,1
6971,649,0,41,2,1,70523.92,0,3
4635,689,1,22,4,1,51980.25,1,1
5417,694,1,38,7,1,113481.02,0,0
955,655,1,52,9,1,49025.79,0,3
3210,620,1,36,8,2,145937.99,0,1
174,577,0,35,10,2,25161.61,0,0
3330,401,1,48,8,1,175753.55,1,2
5470,599,1,25,6,1,24903.09,0,2
5491,481,0,57,9,3,169719.35,1,0
2364,704,1,42,8,2,179565.57,0,4
302,698,0,31,8,1,115337.74,1,1
723,480,0,28,6,2,48131.92,0,0
5141,682,1,42,0,1,160828.98,0,3
962,700,1,31,7,2,145151.96,0,1
2575,492,1,29,1,1,196293.76,0,4
5227,444,0,45,4,2,161653.5,1,1
423,624,1,36,6,2,84635.64,0,1
1921,709,1,37,7,1,159486.76,0,1
2405,557,1,68,2,1,38596.34,0,4
6265,646,1,50,6,2,27814.74,0,2
6298,719,1,28,3,2,183893.31,0,3
2600,706,0,47,6,1,140803.7,0,3
2429,660,1,38,7,2,146585.53,0,0
5726,667,1,36,9,2,40062.29,0,3
6712,705,1,30,1,1,181300.32,0,4
2975,598,0,27,10,1,84136.12,0,4
2446,669,1,26,4,2,197594.34,0,0
4718,580,0,38,1,1,125953.83,1,1
6034,676,0,32,5,2,75465.41,0,0
4829,714,1,28,7,1,177737.07,0,1
4831,597,0,72,6,2,7144.46,0,1
4957,559,1,29,1,2,155639.76,0,1
3257,564,0,28,1,1,162428.05,0,1
4929,850,1,51,3,2,12457.76,1,4
6828,689,1,39,7,2,14917.09,0,1
2245,758,0,61,8,1,182184.09,1,3
3104,604,0,71,10,2,129984.2,0,3
4905,733,1,38,9,2,194872.97,0,0
3594,778,1,40,8,2,117507.11,0,0
4801,732,0,61,9,2,157527.6,1,3
2587,646,1,24,8,2,92612.88,0,0
2330,597,0,33,6,2,74850.84,0,2
695,821,0,37,5,2,127413.0,0,0
6919,640,1,43,7,1,69584.3,1,4
3228,511,0,40,9,1,198814.24,1,1
2927,805,1,46,6,3,162643.15,1,1
4810,540,1,39,1,1,114092.52,0,2
3615,705,1,44,0,1,68860.3,1,2
5659,540,1,39,4,1,16150.34,0,1
3068,532,0,66,3,1,115227.02,0,2
2508,535,0,45,2,2,170621.55,0,2
699,627,1,23,5,1,103099.22,0,3
5335,646,1,52,8,1,172495.81,1,3
1494,515,0,25,7,1,38772.82,0,4
1012,697,0,39,6,1,44946.29,0,2
5442,652,1,27,2,2,146007.7,0,1
3180,579,1,28,6,1,145558.42,0,0
427,760,1,43,8,1,193312.33,0,3
1674,769,1,51,9,2,40257.79,0,3
5266,498,1,29,8,1,46677.9,0,1
2041,774,1,53,4,1,153887.93,1,2
6848,705,0,43,7,1,103108.33,0,1
2206,648,0,44,2,2,58652.23,0,3
5757,688,0,51,5,1,91624.11,1,1
6097,592,1,38,0,1,65986.48,1,1
2741,705,1,33,3,2,113845.19,0,2
4467,654,1,42,7,1,67607.9,0,0
1102,624,0,32,2,2,145471.94,0,0
2071,594,0,30,10,2,124071.71,0,1
5165,695,0,34,9,2,67502.12,0,3
6224,597,1,28,2,3,78707.97,0,0
121,758,0,52,7,1,171189.83,1,3
6707,737,0,40,2,2,149381.32,0,2
1394,694,1,37,1,2,100335.55,0,1
2204,683,1,25,4,2,152698.24,0,3
4830,538,0,30,8,2,41192.95,0,1
5402,669,1,37,4,1,132540.33,0,1
2195,730,0,34,5,2,96875.52,0,1
6521,622,0,31,1,1,152305.47,0,1
4283,714,0,33,10,2,49672.01,0,2
2152,569,0,34,3,1,133997.53,0,1
5964,668,0,59,5,1,50454.8,0,1
1437,628,1,32,9,2,16402.11,0,3
6144,600,1,40,1,1,67803.83,0,2
1086,693,0,43,4,1,9241.78,0,4
6591,704,1,36,7,2,100601.73,0,2
6053,527,1,33,9,1,98734.15,0,3
4206,553,1,43,6,2,160574.09,0,2
2883,575,1,53,1,2,26015.8,0,2
347,626,0,32,0,2,187172.54,0,1
451,582,1,20,4,1,55763.66,0,2
273,683,1,40,8,1,75848.22,0,4
2181,850,1,30,9,1,40313.47,0,0
710,653,1,35,6,2,23864.21,0,3
5800,679,1,60,8,2,51380.9,0,3
6901,549,0,49,6,1,93551.36,0,0
2441,850,0,36,2,2,169415.54,0,2
2404,558,0,32,1,1,6935.31,0,3
6580,528,1,40,4,2,25399.7,0,0
6418,801,1,38,5,2,66256.27,0,0
3261,513,1,48,2,1,114709.13,1,1
3929,666,1,38,6,2,158357.97,0,0
4796,606,1,35,2,1,164815.59,0,2
6872,599,1,45,10,1,132127.69,1,3
406,544,1,39,4,2,146637.45,0,4
3186,529,1,38,7,2,90256.06,1,4
5454,850,0,41,5,2,34827.43,0,4
408,497,1,41,9,1,22074.48,0,2
6526,764,0,39,5,1,109805.17,0,2
2073,603,0,48,5,1,100478.6,1,3
6091,609,1,40,6,2,97416.34,0,0
5432,487,1,53,4,1,24207.86,1,0
1421,748,1,33,1,1,69132.66,0,3
5798,710,0,75,5,2,9376.89,0,0
58,432,0,45,3,1,43046.7,1,2
677,534,1,51,3,2,20856.31,0,4
2590,607,1,25,3,2,187048.72,0,3
345,551,1,32,4,2,53420.53,0,3
1599,674,1,45,7,1,37013.29,0,1
