debtor_age,debtor_gender,debtor_education_level,debtor_marital_status,debtor_number_of_dependents,debtor_asset_ownership,debtor_asset_value,debtor_occupation,debtor_yearly_income,debtor_yearly_expense,debtor_net_income,debtor_income_frequency,debtor_loan_amount,debtor_reschedule_history,debtor_delay_history,debtor_communication_channel,debtor_tenor,debtor_num_of_paid_months,debtor_num_of_unpaid_months,debtor_days_before_due_date,debtor_business_prospect_growth_potential,debtor_business_prospect_market_conditions,debtor_performance_profitability,debtor_performance_cash_flow,debtor_repayment_ability_accuracy,jan,feb,mar,apr,may,jun,jul,august,sept,oct,nov,des,debtor_aging,debtor_risk_status
21,Laki-laki,SMA,Cerai Hidup,4,TRUE,350000000,Pengusaha,525000000,39530298,485469701,12,131000000,0,2,Telpon,9,6,3,7,TRUE,1,1,FALSE,TRUE,0,0,0,0,0,0,0,1,0,0,0,0,DPK,Cukup Beresiko
57,Perempuan,S2,Belum Kawin,0,TRUE,0,Profesional,215000000,0,215000000,12,53500000,0,2,SMS,22,6,16,7,FALSE,1,5,TRUE,TRUE,0,0,1,0,0,1,2,3,0,0,0,1,Diragukan,Sangat Beresiko
39,Perempuan,S1,Belum Kawin,0,FALSE,0,Profesional,263500000,0,263500000,12,65500000,2,2,Field,7,3,0,2,TRUE,1,5,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
24,Laki-laki,SD,Cerai Hidup,5,FALSE,0,Profesional,144500000,36587139,107912861,12,36000000,2,0,E-mail,24,12,8,-2,TRUE,2,5,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
25,Laki-laki,S3,Belum Kawin,0,TRUE,350000000,Profesional,106500000,0,106500000,12,26500000,0,0,Field,15,15,0,-3,TRUE,2,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
41,Laki-laki,S3,Cerai Mati,3,FALSE,0,Pegawai Swasta,64000000,44069558,19930441,12,16000000,2,0,Telpon,19,4,4,1,FALSE,1,5,FALSE,FALSE,1,0,0,0,1,2,3,4,5,6,0,0,Macet,Sangat Beresiko
45,Perempuan,S3,Belum Kawin,0,TRUE,350000000,Pegawai Negeri,60500000,0,60500000,12,15000000,2,0,SMS,21,1,20,-1,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
21,Laki-laki,SMA,Belum Kawin,0,TRUE,150000000,Buruh,20500000,0,20500000,12,5000000,0,0,WhatsApp,23,0,23,2,FALSE,1,1,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
56,Laki-laki,S1,Belum Kawin,0,TRUE,0,Pengusaha,684000000,0,684000000,12,171000000,1,0,Field,11,6,5,-5,FALSE,5,5,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
55,Laki-laki,SMP,Kawin,5,TRUE,350000000,Pegawai Swasta,97500000,63565576,33934423,12,24000000,0,0,WhatsApp,9,0,9,-3,FALSE,2,1,FALSE,FALSE,1,2,3,0,1,0,0,0,0,0,0,0,Diragukan,Sangat Beresiko
55,Perempuan,S2,Belum Kawin,0,TRUE,300000000,Pegawai Swasta,69500000,0,69500000,12,17000000,1,0,SMS,16,5,11,9,TRUE,4,1,FALSE,FALSE,0,0,0,0,0,0,0,1,0,0,0,0,DPK,Cukup Beresiko
26,Perempuan,S1,Kawin,3,TRUE,400000000,Pegawai Negeri,97000000,41429911,55570088,12,24000000,0,1,WhatsApp,15,12,3,-3,TRUE,2,1,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
42,Laki-laki,S2,Belum Kawin,0,TRUE,300000000,Buruh,27500000,0,27500000,12,6500000,2,0,Field,27,27,0,0,TRUE,1,1,FALSE,FALSE,0,1,0,0,0,0,0,0,0,0,0,1,DPK,Cukup Beresiko
54,Perempuan,S2,Belum Kawin,0,FALSE,0,Pegawai Swasta,103000000,0,103000000,12,25500000,2,1,E-mail,12,9,0,8,TRUE,2,5,TRUE,TRUE,0,0,0,0,1,0,0,0,0,0,0,0,DPK,Cukup Beresiko
36,Perempuan,S3,Kawin,4,FALSE,0,Pegawai Swasta,91000000,22481541,68518458,12,22500000,0,2,Field,35,26,7,1,TRUE,1,5,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
50,Perempuan,S2,Kawin,1,FALSE,0,Pegawai Swasta,74000000,7702944,66297055,12,18500000,1,2,WhatsApp,7,1,2,8,TRUE,2,5,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
22,Laki-laki,SD,Kawin,4,FALSE,0,Pengusaha,696500000,32016031,664483968,12,174000000,1,2,Telpon,28,9,5,-3,TRUE,2,5,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
44,Perempuan,S3,Kawin,2,TRUE,450000000,Profesional,260500000,13184631,247315369,12,65000000,0,1,SMS,26,18,8,-5,TRUE,2,1,FALSE,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,DPK,Cukup Beresiko
25,Perempuan,S3,Belum Kawin,0,FALSE,0,Profesional,226500000,0,226500000,12,56500000,2,0,WhatsApp,23,11,0,7,FALSE,2,5,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
29,Perempuan,S2,Kawin,5,TRUE,0,Pengusaha,361000000,48950617,312049382,12,90000000,1,0,E-mail,14,1,13,-5,FALSE,4,5,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
36,Perempuan,S1,Belum Kawin,0,TRUE,0,Pegawai Negeri,101500000,0,101500000,12,25000000,0,2,SMS,22,19,3,-2,FALSE,3,5,FALSE,TRUE,0,0,0,0,1,0,0,0,0,1,0,0,DPK,Cukup Beresiko
28,Laki-laki,SMP,Kawin,1,FALSE,0,Pegawai Swasta,95000000,10231097,84768902,12,23500000,2,0,SMS,22,4,1,5,FALSE,2,5,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
28,Perempuan,S2,Belum Kawin,0,TRUE,300000000,Pegawai Negeri,55500000,0,55500000,12,13500000,0,2,Telpon,29,5,24,6,TRUE,5,1,FALSE,TRUE,0,0,0,0,0,0,0,0,1,0,0,0,DPK,Cukup Beresiko
22,Perempuan,S2,Kawin,5,FALSE,0,Pegawai Swasta,75500000,47049139,28450860,12,18500000,0,0,Field,22,13,5,-5,TRUE,1,5,TRUE,FALSE,0,0,1,0,1,0,1,2,0,0,0,0,Kurang lancar,Beresiko
30,Laki-laki,SD,Cerai Mati,5,TRUE,300000000,Pengusaha,413000000,51084174,361915825,12,103000000,1,0,Telpon,10,3,7,3,FALSE,2,1,FALSE,FALSE,0,0,0,0,0,0,0,0,1,0,0,0,DPK,Cukup Beresiko
35,Perempuan,S3,Belum Kawin,0,FALSE,0,Pegawai Negeri,101500000,0,101500000,12,25000000,1,0,Telpon,20,6,0,-4,FALSE,2,5,TRUE,FALSE,0,0,0,0,0,1,0,0,0,1,0,0,DPK,Cukup Beresiko
25,Laki-laki,SMP,Kawin,3,FALSE,0,Profesional,149500000,25999535,123500465,12,37000000,1,1,Telpon,16,15,6,10,TRUE,1,5,FALSE,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
44,Laki-laki,SD,Kawin,5,FALSE,0,Buruh,44500000,45078189,-578189,12,11000000,1,2,Telpon,16,4,5,3,FALSE,3,5,FALSE,TRUE,0,1,0,0,0,1,2,0,1,0,1,2,Diragukan,Sangat Beresiko
54,Laki-laki,SD,Belum Kawin,0,TRUE,50000000,Pegawai Swasta,81500000,0,81500000,12,20000000,0,0,WhatsApp,28,3,25,-2,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
20,Perempuan,S2,Belum Kawin,0,FALSE,0,Pegawai Swasta,62000000,0,62000000,12,15500000,2,0,Field,9,7,0,1,FALSE,1,5,FALSE,FALSE,0,0,0,0,0,0,0,0,1,0,0,0,DPK,Cukup Beresiko
36,Laki-laki,SD,Cerai Hidup,5,FALSE,0,Buruh,48000000,56913718,-8913718,12,12000000,0,0,E-mail,22,9,6,7,FALSE,1,5,TRUE,FALSE,0,0,0,0,0,0,1,0,1,2,0,1,Kurang lancar,Beresiko
38,Laki-laki,SD,Cerai Hidup,1,TRUE,100000000,Buruh,56000000,13287608,42712392,12,14000000,0,0,E-mail,19,17,2,0,FALSE,2,1,TRUE,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
53,Perempuan,S3,Belum Kawin,0,FALSE,0,Pegawai Swasta,81500000,0,81500000,12,20000000,2,0,WhatsApp,15,2,0,-2,TRUE,1,5,TRUE,FALSE,0,1,0,0,0,0,0,0,0,1,0,0,DPK,Cukup Beresiko
41,Laki-laki,SMP,Belum Kawin,0,FALSE,0,Pengusaha,757000000,0,757000000,12,189000000,0,1,Field,27,9,0,6,FALSE,2,5,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
51,Perempuan,S1,Kawin,4,TRUE,450000000,Pegawai Negeri,74000000,33951061,40048938,12,18500000,2,0,WhatsApp,21,14,7,0,TRUE,2,1,FALSE,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
23,Laki-laki,S2,Cerai Mati,4,FALSE,0,Buruh,28500000,56580015,-28080015,12,7000000,0,0,Field,19,6,5,5,FALSE,2,5,FALSE,FALSE,0,1,0,0,0,1,2,0,1,0,1,0,Diragukan,Sangat Beresiko
44,Perempuan,S2,Belum Kawin,0,TRUE,300000000,Pegawai Negeri,62500000,0,62500000,12,15500000,2,0,Field,35,9,26,1,FALSE,2,1,FALSE,FALSE,0,0,0,1,0,1,0,0,0,0,0,0,DPK,Cukup Beresiko
43,Laki-laki,SD,Kawin,3,TRUE,200000000,Pegawai Swasta,80000000,39208584,40791415,12,20000000,0,0,E-mail,28,11,17,-1,TRUE,1,1,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
45,Laki-laki,S1,Kawin,2,TRUE,350000000,Pegawai Negeri,78000000,25827572,52172427,12,19500000,0,1,Telpon,23,18,5,-1,TRUE,2,1,TRUE,TRUE,0,0,1,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
25,Laki-laki,S2,Cerai Mati,3,TRUE,450000000,Pengusaha,720500000,34005361,686494638,12,180000000,0,0,Telpon,26,2,24,1,TRUE,2,1,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
45,Laki-laki,SMP,Cerai Hidup,1,FALSE,0,Buruh,42500000,9222126,33277874,12,10500000,1,0,WhatsApp,7,7,2,-4,FALSE,2,5,TRUE,FALSE,0,1,0,1,0,0,0,0,1,0,0,0,DPK,Cukup Beresiko
45,Laki-laki,S3,Cerai Hidup,4,FALSE,0,Pegawai Swasta,88500000,48544334,39955665,12,22000000,2,0,Telpon,18,5,5,5,FALSE,2,5,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
42,Perempuan,S1,Kawin,5,FALSE,0,Pegawai Swasta,55500000,58325085,-2825085,12,13500000,0,0,E-mail,22,13,8,8,TRUE,2,5,FALSE,FALSE,0,1,2,3,0,1,0,0,0,0,0,0,Diragukan,Sangat Beresiko
40,Perempuan,S2,Belum Kawin,0,TRUE,0,Profesional,214000000,0,214000000,12,53500000,1,1,Telpon,22,10,12,-2,TRUE,2,5,TRUE,TRUE,0,0,0,0,0,0,0,0,1,0,0,0,DPK,Cukup Beresiko
34,Perempuan,S1,Kawin,3,FALSE,0,Pengusaha,225500000,31241304,194258695,12,56000000,1,1,SMS,24,11,5,9,FALSE,2,5,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
29,Perempuan,S3,Belum Kawin,0,TRUE,350000000,Pengusaha,200000000,0,200000000,12,50000000,1,1,E-mail,11,5,6,7,FALSE,3,1,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
56,Perempuan,S3,Belum Kawin,0,TRUE,350000000,Pegawai Negeri,65500000,0,65500000,12,16000000,1,0,E-mail,23,5,18,8,FALSE,3,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
57,Perempuan,S1,Belum Kawin,0,FALSE,0,Pegawai Negeri,87500000,0,87500000,12,21500000,1,0,Telpon,8,1,0,10,FALSE,4,5,FALSE,FALSE,0,0,0,0,1,0,0,0,0,0,0,0,DPK,Cukup Beresiko
39,Perempuan,S3,Belum Kawin,0,TRUE,350000000,Pegawai Swasta,67000000,0,67000000,12,16500000,1,0,Telpon,23,21,2,7,TRUE,1,1,TRUE,FALSE,0,1,0,0,0,0,1,2,0,1,0,0,Kurang lancar,Beresiko
59,Laki-laki,SD,Belum Kawin,0,FALSE,0,Pegawai Swasta,102000000,0,102000000,12,25500000,0,0,SMS,26,24,0,-5,TRUE,2,5,TRUE,FALSE,0,0,1,0,1,0,0,1,0,0,0,0,DPK,Cukup Beresiko
56,Perempuan,S3,Belum Kawin,0,FALSE,350000000,Pengusaha,563500000,0,563500000,12,140500000,0,0,Field,23,12,0,8,FALSE,2,1,TRUE,FALSE,0,0,0,0,1,0,0,0,0,0,0,0,DPK,Cukup Beresiko
58,Perempuan,S2,Belum Kawin,0,FALSE,300000000,Profesional,274500000,0,274500000,12,68500000,0,1,SMS,15,7,0,10,TRUE,1,1,TRUE,TRUE,0,0,0,0,1,0,0,0,0,0,0,0,DPK,Cukup Beresiko
47,Laki-laki,D3,Kawin,5,TRUE,450000000,Pegawai Swasta,53000000,49294179,3705820,12,13000000,0,0,SMS,17,8,9,-5,TRUE,3,4,FALSE,FALSE,0,1,0,1,2,0,1,2,0,0,0,1,Diragukan,Sangat Beresiko
36,Laki-laki,SMA,Cerai Mati,2,TRUE,250000000,Pegawai Negeri,51500000,19152495,32347504,12,12500000,0,0,E-mail,8,2,6,6,TRUE,2,1,FALSE,FALSE,0,0,0,0,0,0,0,1,0,0,0,0,DPK,Cukup Beresiko
30,Perempuan,S1,Belum Kawin,0,TRUE,0,Pegawai Negeri,112000000,0,112000000,12,28000000,1,0,WhatsApp,18,13,5,8,FALSE,1,5,FALSE,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
25,Perempuan,S1,Kawin,4,FALSE,450000000,Profesional,274500000,54788569,219711431,12,68500000,1,0,WhatsApp,28,19,5,10,FALSE,2,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
57,Laki-laki,SMP,Belum Kawin,0,FALSE,0,Profesional,184500000,0,184500000,12,46000000,2,0,SMS,20,11,0,10,FALSE,1,5,TRUE,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
52,Perempuan,S3,Belum Kawin,0,FALSE,0,Pengusaha,701500000,0,701500000,12,175000000,0,2,E-mail,35,29,0,3,FALSE,1,5,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
51,Laki-laki,SD,Belum Kawin,0,FALSE,0,Pegawai Negeri,107500000,0,107500000,12,26500000,0,0,SMS,9,3,0,0,TRUE,4,5,FALSE,FALSE,0,0,0,0,0,0,0,0,1,0,0,0,DPK,Cukup Beresiko
50,Perempuan,S2,Kawin,5,TRUE,550000000,Profesional,130000000,49131527,80868473,12,32500000,2,0,Telpon,16,8,8,6,FALSE,1,1,TRUE,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
55,Laki-laki,SMP,Cerai Hidup,5,TRUE,350000000,Pegawai Negeri,93000000,53502612,39497388,12,23000000,2,0,Field,23,19,4,-2,TRUE,2,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
29,Perempuan,S2,Belum Kawin,0,FALSE,0,Pengusaha,665000000,0,665000000,12,166000000,1,0,Field,9,9,0,8,FALSE,3,5,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
49,Perempuan,S2,Kawin,5,TRUE,550000000,Pegawai Swasta,56000000,80529950,-24529950,12,14000000,2,0,Telpon,17,9,8,1,TRUE,2,5,FALSE,FALSE,0,0,0,0,0,0,1,0,1,0,1,2,Kurang lancar,Beresiko
46,Perempuan,S1,Kawin,2,FALSE,0,Pegawai Negeri,60000000,27319182,32680818,12,15000000,2,0,SMS,10,3,4,-1,FALSE,2,5,FALSE,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
58,Laki-laki,S2,Cerai Hidup,3,FALSE,450000000,Profesional,230000000,16232351,213767649,12,57500000,1,2,SMS,10,5,4,8,TRUE,2,1,FALSE,TRUE,0,1,0,1,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
56,Perempuan,S3,Kawin,3,TRUE,0,Pegawai Negeri,102500000,46343833,56156166,12,25500000,2,0,E-mail,14,14,0,2,FALSE,2,5,FALSE,FALSE,0,0,0,0,0,0,0,0,1,0,0,0,DPK,Cukup Beresiko
41,Perempuan,S3,Belum Kawin,0,TRUE,0,Pengusaha,771500000,0,771500000,12,192500000,0,1,E-mail,29,29,0,9,TRUE,2,5,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
55,Perempuan,S1,Belum Kawin,0,TRUE,0,Profesional,177500000,0,177500000,12,44000000,1,2,SMS,16,7,9,6,TRUE,4,5,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
37,Laki-laki,SMA,Belum Kawin,0,TRUE,150000000,Buruh,49500000,0,49500000,12,12000000,1,1,Field,6,2,4,6,TRUE,2,1,FALSE,TRUE,0,0,0,0,1,0,0,0,0,0,0,0,DPK,Cukup Beresiko
32,Laki-laki,SMP,Cerai Mati,5,FALSE,0,Buruh,49000000,48215834,784166,12,12000000,2,1,Field,24,17,5,6,FALSE,2,5,TRUE,TRUE,0,1,0,0,1,2,3,4,0,0,1,0,Diragukan,Sangat Beresiko
35,Laki-laki,S1,Belum Kawin,0,TRUE,250000000,Pegawai Negeri,76500000,0,76500000,12,19000000,2,2,E-mail,18,4,14,3,TRUE,2,1,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
35,Perempuan,S1,Belum Kawin,0,TRUE,250000000,Pengusaha,282000000,0,282000000,12,70500000,1,0,SMS,27,6,21,7,TRUE,5,1,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
36,Laki-laki,D3,Cerai Mati,5,TRUE,450000000,Pegawai Negeri,77500000,70241540,7258459,12,19000000,1,0,E-mail,19,12,7,-4,TRUE,1,1,TRUE,FALSE,1,0,1,2,0,1,2,0,0,1,0,0,Diragukan,Sangat Beresiko
46,Laki-laki,SMA,Kawin,3,TRUE,300000000,Buruh,23500000,32007609,-8507609,12,5500000,2,0,Field,23,13,10,-1,TRUE,2,5,TRUE,FALSE,1,0,1,0,0,1,2,0,0,0,0,1,Kurang lancar,Beresiko
45,Laki-laki,S2,Cerai Hidup,5,TRUE,550000000,Profesional,180500000,51359685,129140315,12,45000000,0,2,E-mail,30,0,30,8,TRUE,1,1,TRUE,TRUE,0,0,0,0,0,1,0,1,0,1,0,0,DPK,Cukup Beresiko
27,Perempuan,S3,Belum Kawin,0,TRUE,350000000,Pegawai Negeri,56000000,0,56000000,12,14000000,0,1,WhatsApp,10,4,6,8,TRUE,2,1,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
49,Laki-laki,S1,Cerai Hidup,3,TRUE,0,Pengusaha,341000000,32140728,308859272,12,85000000,2,2,E-mail,36,16,20,-4,TRUE,2,5,FALSE,TRUE,0,0,0,0,1,0,0,0,0,0,0,0,DPK,Cukup Beresiko
34,Laki-laki,S1,Cerai Mati,5,TRUE,500000000,Buruh,27500000,64368762,-36868762,12,6500000,2,0,E-mail,23,23,0,2,FALSE,1,5,FALSE,FALSE,0,0,1,0,0,0,1,0,1,0,0,1,Diragukan,Sangat Beresiko
59,Laki-laki,SD,Cerai Mati,2,FALSE,0,Pegawai Negeri,71000000,14782414,56217585,12,17500000,2,0,E-mail,14,4,2,8,FALSE,2,5,FALSE,FALSE,0,0,0,1,0,0,0,1,0,0,0,0,DPK,Cukup Beresiko
34,Laki-laki,SMP,Cerai Hidup,5,TRUE,350000000,Profesional,223000000,41110088,181889912,12,55500000,0,2,SMS,6,4,2,-2,TRUE,2,1,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,1,0,DPK,Cukup Beresiko
54,Perempuan,S2,Kawin,2,FALSE,0,Pegawai Swasta,50500000,21711180,28788819,12,12500000,2,1,WhatsApp,9,8,2,-5,TRUE,2,5,FALSE,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,DPK,Cukup Beresiko
35,Perempuan,S3,Belum Kawin,0,TRUE,0,Pengusaha,667000000,0,667000000,12,166500000,0,0,WhatsApp,35,28,7,1,TRUE,2,5,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
44,Laki-laki,S2,Cerai Hidup,5,FALSE,550000000,Profesional,108000000,51297057,56702943,12,27000000,2,0,E-mail,29,7,9,-5,FALSE,2,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
52,Perempuan,S1,Belum Kawin,0,TRUE,250000000,Pegawai Negeri,58500000,0,58500000,12,14500000,2,0,SMS,32,3,29,8,TRUE,2,1,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
22,Perempuan,S1,Belum Kawin,0,TRUE,250000000,Profesional,172000000,0,172000000,12,43000000,2,1,E-mail,33,0,33,-1,FALSE,2,1,TRUE,TRUE,1,0,0,0,0,0,0,0,0,0,1,0,DPK,Cukup Beresiko
46,Laki-laki,SMP,Cerai Mati,3,FALSE,0,Pegawai Swasta,72500000,32926639,39573360,12,18000000,2,0,SMS,7,6,6,9,FALSE,3,5,FALSE,FALSE,0,0,0,0,1,0,0,0,0,0,1,0,DPK,Cukup Beresiko
29,Perempuan,S3,Belum Kawin,0,FALSE,0,Pegawai Swasta,70500000,0,70500000,12,17500000,2,0,Telpon,23,12,0,3,FALSE,2,5,TRUE,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,DPK,Cukup Beresiko
45,Perempuan,S1,Belum Kawin,0,FALSE,0,Pegawai Negeri,58000000,0,58000000,12,14500000,1,1,WhatsApp,36,26,0,-3,TRUE,1,5,TRUE,TRUE,0,1,0,0,0,0,0,1,0,0,0,0,DPK,Cukup Beresiko
25,Perempuan,S2,Kawin,5,TRUE,550000000,Pengusaha,756500000,49140159,707359840,12,189000000,2,1,E-mail,10,9,1,-2,FALSE,1,1,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,1,DPK,Cukup Beresiko
22,Laki-laki,SMA,Belum Kawin,0,TRUE,150000000,Pegawai Negeri,74000000,0,74000000,12,18500000,2,0,Field,6,2,4,7,FALSE,2,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
26,Perempuan,S1,Belum Kawin,0,TRUE,250000000,Pegawai Negeri,89000000,0,89000000,12,22000000,0,1,SMS,14,2,12,-5,FALSE,3,1,FALSE,TRUE,0,0,0,0,0,0,0,0,1,0,0,0,DPK,Cukup Beresiko
60,Laki-laki,SMA,Belum Kawin,0,FALSE,0,Pegawai Swasta,72500000,0,72500000,12,18000000,2,0,SMS,12,1,0,-5,FALSE,2,5,TRUE,FALSE,0,0,0,1,0,0,0,0,0,1,0,0,DPK,Cukup Beresiko
22,Perempuan,S3,Belum Kawin,0,TRUE,0,Pegawai Swasta,102500000,0,102500000,12,25500000,1,2,E-mail,6,1,5,3,TRUE,2,5,FALSE,TRUE,1,0,0,0,0,0,0,0,0,1,2,0,Kurang lancar,Beresiko
23,Perempuan,S2,Kawin,1,TRUE,350000000,Pengusaha,666000000,6054430,659945569,12,166500000,1,2,SMS,18,3,15,10,TRUE,1,1,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
51,Laki-laki,S3,Belum Kawin,0,FALSE,0,Pengusaha,332500000,0,332500000,12,83000000,2,2,SMS,8,1,0,10,FALSE,2,5,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
56,Perempuan,S3,Belum Kawin,0,TRUE,350000000,Profesional,234000000,0,234000000,12,58500000,2,0,Field,7,7,0,5,FALSE,2,1,FALSE,FALSE,0,0,0,0,0,0,0,0,1,0,0,0,DPK,Cukup Beresiko
49,Perempuan,S1,Belum Kawin,0,TRUE,250000000,Profesional,183000000,0,183000000,12,45500000,1,0,Telpon,6,5,1,-4,TRUE,3,1,TRUE,FALSE,0,1,2,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
60,Laki-laki,S2,Cerai Hidup,5,TRUE,0,Pengusaha,514000000,32637501,481362499,12,128500000,1,0,WhatsApp,13,1,12,9,FALSE,1,5,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
38,Perempuan,S3,Belum Kawin,0,TRUE,0,Pegawai Negeri,116500000,0,116500000,12,29000000,2,0,WhatsApp,15,2,13,8,FALSE,1,5,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
32,Laki-laki,S3,Belum Kawin,0,TRUE,0,Profesional,170500000,0,170500000,12,42500000,1,0,WhatsApp,14,10,4,1,FALSE,5,5,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1,0,0,DPK,Cukup Beresiko
43,Perempuan,S1,Belum Kawin,0,TRUE,250000000,Pegawai Swasta,82500000,0,82500000,12,20500000,0,2,Field,29,18,11,-5,FALSE,2,1,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,1,0,DPK,Cukup Beresiko
30,Perempuan,S3,Belum Kawin,0,FALSE,0,Pegawai Swasta,60000000,0,60000000,12,15000000,2,2,Telpon,22,20,0,-5,TRUE,2,5,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,1,DPK,Cukup Beresiko
46,Laki-laki,SMP,Cerai Mati,1,TRUE,150000000,Buruh,46000000,5348753,40651247,12,11500000,2,0,Telpon,11,11,0,8,TRUE,1,1,FALSE,FALSE,1,0,0,0,0,0,0,0,0,1,2,0,DPK,Cukup Beresiko
35,Perempuan,S2,Kawin,1,TRUE,350000000,Pegawai Swasta,62500000,13635451,48864548,12,15500000,0,0,SMS,20,20,0,7,TRUE,2,1,TRUE,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,DPK,Cukup Beresiko
32,Perempuan,S2,Kawin,2,TRUE,0,Pegawai Negeri,111500000,29164845,82335154,12,27500000,1,2,Telpon,24,23,1,8,FALSE,1,5,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,1,DPK,Cukup Beresiko
35,Laki-laki,D3,Belum Kawin,0,FALSE,0,Profesional,207500000,0,207500000,12,51500000,0,0,E-mail,24,20,0,-1,FALSE,1,5,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
